NO,Food,l_class,REFUSE,ENERC,ENERC_KCAL,WATER,PROTCAA,PROT-,FATNLEA,CHOLE,FAT-,CHOAVLM,CHOAVL,CHOAVLDF-,FIB-,POLYL,CHOCDF-,OA,ASH,NA,K,CA,MG,P,FE,ZN,CU,MN,ID,SE,CR,MO,RETOL,CARTA,CARTB,CRYPXB,CARTBEQ,VITA_RAE,VITD,TOCPHA,TOCPHB,TOCPHG,TOCPHD,VITK ,THIA,RIBF,NIA,NE,VITB6A,VITB12,FOL,PANTAC,BIOT,VITC,ALC,NACL_EQ
449,ブラジルナッツ　フライ　味付け,5,0,2896,703,3,-14.1,15,69,0,69,-3.1,-2.9,3,7,-,10,-,4,78,620,200,370,680,3,4,2,1,-,-,-,-,0,-,-,-,12,1,0,4,Tr,16,0,Tr,1,0,2,-3.8,0,0,1,0,-,0,-,0
450,ヘーゼルナッツ　フライ　味付け,5,0,2888,701,1,-11,14,69,0,69,-4.9,-4.6,9,7,-,14,-,2,35,610,130,160,320,3,2,2,5,0,1,1,6,0,-,-,-,Tr,0,0,18,1,9,0,4,0,0,1,-4.2,0,0,54,1,82,0,-,0
452,ペカン　フライ　味付け,5,0,2948,716,2,-8,10,72,0,73,-5.9,-5.6,9,7,-,13,-,2,140,370,60,120,270,3,4,1,4,-,-,-,-,0,0,36,17,45,4,0,2,1,25,1,4,0,0,1,-2.4,0,0,43,1,-,0,-,0
453,マカダミアナッツ　いり　味付け,5,0,3093,751,1,8,8,77,0,77,-4.8,-4.5,7,6,-,12,-,2,190,300,47,94,140,1,1,0,-,0,13,2,5,0,-,-,-,Tr,0,0,Tr,0,0,0,5,0,0,2,4,0,0,16,0.5,7,0,-,1
454,まつ　生,5,0,2672,645,3,-14.5,16,55,0,68,-4,-3.8,21,4,-,11,-,3,2,730,14,290,680,6,7,1,10,-,-,-,-,0,0,0,0,0,0,0,11,1,4,0,1,1,0,4,-6.3,0,0,79,1,-,Tr,-,0
455,まつ　いり,5,0,2760,668,2,14,15,60,0,73,5,5,14,7,-,8,-,3,4,620,15,250,550,6,6,1.3,-,-,-,-,-,0,-,-,-,0,0,0,12,Tr,12,1,27,1,0,4,6,0.1,0,73,0,-,0,-,0
456,らっかせい　大粒種　乾,5,30,2368,572,6,24,25,46,0,47,11,10,12,9,-,19,0,2,2,740,49,170,380,2,2,1,2,1,20,4,88,0,0,6,3,8,1,0,11,0,7,0,0,0,0.1,20,24,0,0,76,3,92,0,-,0
457,らっかせい　大粒種　いり,5,30,2537,613,2,24,25,51,0,50,11,10,10,11,-,21,0,2,2,760,50,200,390,2,3,1,2,1,2,0,96,0,0,5,3,6,1,0,10,0,7,0,Tr,0,0,23,28,0,0,58,2.2,110,0,-,0
458,らっかせい　小粒種　乾,5,30,2376,573,6,-24.2,25,47,0,48,-10.7,-10,13,7,-,19,-,2,2,740,50,170,380,2,2,1,2,1,20,4,88,0,-,-,-,6,1,0,10,0,6,0,Tr,1,0.1,17,-22,0,0,76,3,92,0,-,0
459,らっかせい　小粒種　いり,5,30,2515,607,2,-25,27,-50.3,0,49,-10.7,-10,13,7,-,20,-,2,2,770,50,200,390,2,3,1,-,-,-,-,-,0,-,-,-,7,1,0,11,0,7,0,Tr,0,0.1,17,-22,0,0,57,2,-,0,-,0
460,らっかせい　バターピーナッツ,5,0,2521,609,2,23,23,52,0,53,9,8,11,10,-,18,0,3,120,700,50,190,380,2,3,1,3,1,5,1,68,0,0,4,2,5,Tr,0,2,0,3,0,Tr,0.2,0.1,17,21,0,0,98,2,96,0,-,0
461,らっかせい　ピーナッツバター,5,0,2484,599,1,20,21,48,0,50,20,19,21,8,-,25,0,3,350,650,47,180,370,2,3,1,1,1,5,3,92,0,0,3,2,4,Tr,0,5,0,7,1,0,0.1,0,16,20,0,0,86,2,79,0,-,1
462,アーティチョーク　花らい　生,6,75,159,39,85,-1.9,2,-0.1,0,0,-1,-0.9,3,9,-,11,-,1,21,430,52,50,61,1,0,0,0,-,-,-,-,0,0,6,0,6,1,0,0,0,0,0,2,0,0.1,1,-1.9,0,0,81,1,-,15,-,0
463,アーティチョーク　花らい　ゆで,6,80,145,35,86,-1.7,2,-0.1,0,0,-0.9,-0.9,3,9,-,11,-,1,12,380,47,46,55,1,0,0,0,-,-,-,-,0,0,5,0,5,Tr,0,0,0,0,0,2,0,0,1,-1.7,0,0,76,1,-,11,-,0
464,あさつき　葉　生,6,0,145,34,89,-2.9,4,-0.1,0,0,-,-,4,3,-,6,-,1,4,330,20,16,86,1,1,0,0.4,-,-,-,-,0,0,740,12,750,62,0,1,Tr,2,0,50,0,0,1,-1.8,0,0,210,1,-,26,-,0
465,あさつき　葉　ゆで,6,0,173,41,87,-2.9,4,-0.1,0,0,-,-,5,3,-,7,-,1,4,330,21,17,85,1,1,0,0,-,-,-,-,0,0,710,11,720,60,0,1,Tr,2,0,43,0,0,1,-1.7,0,0,200,1,-,27,-,0
466,あしたば　茎葉　生,6,2,123,30,89,-2.4,3,-,0,0,-,-,2,6,-,7,-,1,60,540,65,26,65,1,1,0,1,-,-,-,-,0,0,5300,0,5300,440,0,3,0,1,0,500,0.1,0,1,-2.2,0,0,100,1,-,41,-,0
