NO,Food,l_class,REFUSE,ENERC,ENERC_KCAL,WATER,PROTCAA,PROT-,FATNLEA,CHOLE,FAT-,CHOAVLM,CHOAVL,CHOAVLDF-,FIB-,POLYL,CHOCDF-,OA,ASH,NA,K,CA,MG,P,FE,ZN,CU,MN,ID,SE,CR,MO,RETOL,CARTA,CARTB,CRYPXB,CARTBEQ,VITA_RAE,VITD,TOCPHA,TOCPHB,TOCPHG,TOCPHD,VITK ,THIA,RIBF,NIA,NE,VITB6A,VITB12,FOL,PANTAC,BIOT,VITC,ALC,NACL_EQ
1427,＜魚類＞　はたはた　生干し,10,50,644,154,71,15,17,9,130,10,(Tr),(Tr),3,0,-,Tr,-,2,510,240,17,23,180,0,1,0,0,37,37,1,0,22,0,0,0,0,22,1,3,0,0,0,0,0,0,1,4,0,4,11,0.5,4,3,-,1
1428,＜魚類＞　はまふえふき　生,10,55,359,85,78,-16.9,21,0,47,0,-0.1,-0.1,4,0,-,0,-,1,80,450,43,29,250,0,1,0,0,-,-,-,-,8,0,0,-,0,8,11,1,0,0,0,0,0,0,6,-10,0.3,4,3,0.4,-,Tr,-,0
1429,＜魚類＞　はも　生,10,0,555,132,71,19,22,4,75,5,(Tr),(Tr),4,0,-,Tr,-,1,66,450,79,29,280,0,1,0,0,-,-,-,-,59,0,0,0,0,59,5,1,0,0,0,0,0,0,4,8,0,2,21,0,-,1,-,0
1430,＜魚類＞　ひらまさ　生,10,0,541,128,71,-18.7,23,4,68,5,-0.1,-0.1,5,0,-,0,-,1,47,450,12,36,300,0,1,0,0,-,-,-,-,19,0,0,-,0,19,5,1,0,0,0,0,0.2,0,8,-12,1,2,8,0,-,3,-,0
1431,＜魚類＞　ひらめ　天然　生,10,40,399,94,77,-,20,2,55,2,(Tr),(Tr),0,0,-,Tr,-,1,46,440,22,26,240,0,0,0,0,-,-,-,-,12,0,0,0,0,12,3,1,0,0,0,0,0,0,5,-8.6,0,1,16,1,-,3,-,0
1432,＜魚類＞　ひらめ　養殖　皮つき　生,10,40,486,115,74,19,22,3,62,4,(Tr),(Tr),3,0,-,Tr,-,1,43,440,30,30,240,0,1,0,0,8,47,Tr,0,19,0,0,0,0,19,2,2,0,0,0,-,0,0,6,10,0,2,13,1,10,5,-,0
1433,＜魚類＞　ひらめ　養殖　皮なし　生,10,0,424,100,76,18,21,2,53,3,-0.1,-0.1,3,0,-,0,-,1,41,470,8,31,230,0,0,0,0,11,41,0,0,9,0,0,0,0,9,2,2,0,0,0,-,0,0,7,11,0,1,12,1,8,10,-,0
1434,＜魚類＞　（ふぐ類）　とらふぐ　養殖　生,10,0,339,80,79,-,19,0,65,0,-0.2,-0.2,0,0,-,0,-,1,100,430,6,25,250,0,1,0,0,-,-,-,-,3,0,0,-,0,3,4,1,0,0,0,0,0,0,6,-9.6,0,2,3,0,-,Tr,-,0
1435,＜魚類＞　（ふぐ類）　まふぐ　生,10,0,333,78,79,16,19,0,55,0,(Tr),(Tr),4,0,-,Tr,-,1,83,470,5,24,260,0,2,0,0,-,-,-,-,7,0,0,-,0,7,6,1,0,0,0,0,0,0,7,11,0.5,3,3,0,-,0,-,0
1436,＜魚類＞　ふな　生,10,50,394,93,78,15,18,2,64,3,-0.1,-0.1,3,0,-,0,-,1,30,340,100,23,160,2,2,0,0,-,-,-,-,12,-,-,-,0,12,4,2,0,0,0,0,1,0,2,5,0,6,14,1,-,1,-,0
1437,＜魚類＞　ふな　水煮,10,35,439,104,76,-16.8,20,2,84,3,-0.1,-0.1,4,0,-,0,-,1,46,310,140,24,230,2,2,0,0,-,-,-,-,15,-,-,-,0,15,4,2,0,0,0,0,0,0,2,-5,0.1,4,8,1,-,Tr,-,0
1438,＜魚類＞　ふな　甘露煮,10,0,1127,266,29,-,16,2,160,4,-,-,46,0,-,44,-,8,1300,240,1200,58,710,7,5,0,1,-,-,-,-,60,-,-,-,10,61,2,1,0,1,0,0,0,0,1,-3.9,0,7,13,0,-,0,-,3
1439,＜魚類＞　ふな　ふなずし,10,20,763,181,57,19,21,6,300,8,-,-,14,0,-,9,-,5,1500,64,350,20,240,1,3,0,0,24,48,1,36,43,-,-,-,-,43,4,5,0,0,0,4,Tr,0,0,4,0,7,15,0,28,0,-,4
1440,＜魚類＞　ぶり　成魚　生,10,0,929,222,60,19,21,13,72,18,-0.3,-0.3,8,0,-,0,-,1,32,380,5,26,130,1,1,0,0,24,57,Tr,0,50,-,-,-,0,50,8,2,0,0,0,0,0,0,10,14,0,4,7,1,8,2,-,0
1441,＜魚類＞　ぶり　成魚　焼き,10,0,1087,260,52,-22.2,26,15,89,20,-0.3,-0.3,10,0,-,0,-,1,40,440,6,28,170,2,1,0.1,0,-,-,-,-,42,-,-,-,0,42,5,2,0,0,0,0,0,0,10,-15,0,4,6,1,-,2,-,0
1442,＜魚類＞　ぶり　はまち　養殖　皮つき　生,10,0,904,217,62,18,21,13,77,17,-0.3,-0.3,6,0,-,0,-,1,38,340,19,29,210,1,1,0,0,14,32,Tr,0,32,0,0,0,0,32,4,5,0,0,0,-,0,0,9,13,0,5,9,1,6,2,-,0
1443,＜魚類＞　ぶり　はまち　養殖　皮なし　生,10,0,751,180,66,18,21,10,78,12,-0.3,-0.3,5,0,-,0,-,1,36,390,5,29,220,1,1,0.1,0,14,35,0,0,41,0,0,0,0,41,4,6,0,0,0,-,0,0,8,12,1,7,9,1,6,3,-,0
1444,＜魚類＞　ほうぼう　生,10,50,464,110,75,-16.2,20,3,55,4,(Tr),(Tr),5,0,-,Tr,-,1,110,380,42,34,200,0,1,0,0,-,-,-,-,9,-,-,-,0,9,3,1,0,0,0,0,0,0,5,-8.6,0,2,5,1,-,3,-,0
1445,＜魚類＞　ホキ　生,10,0,331,78,80,-14.1,17,1,49,1,(Tr),(Tr),3,0,-,Tr,-,1,160,330,20,24,160,0,0,0,0,-,-,-,-,43,-,-,-,0,43,1,1,0,0,0,0,0,0,1,-4.4,0,1,13,0,-,0,-,0
1446,＜魚類＞　ほっけ　生,10,50,435,103,77,15,17,3,73,4,-0.1,-0.1,3,0,-,0,-,1,81,360,22,33,220,0,1,0.1,0,-,-,-,-,25,0,0,0,0,25,3,2,0,0,0,0,0,0,3,6,0,11,9,1,-,1,-,0
1447,＜魚類＞　ほっけ　塩ほっけ,10,40,475,113,72,-15.8,18,4,60,5,-0.1,-0.1,3,0,-,0,-,5,1400,350,20,30,220,1,0,0,0,-,-,-,-,20,-,-,-,0,20,3,1,0,0,0,0,0.1,0,3,-6,0,7,2,1,-,Tr,-,4
1448,＜魚類＞　ほっけ　開き干し　生,10,35,676,161,67,18,21,8,86,9,-0.1,-0.1,4,0,-,0,-,3,690,390,170,37,330,1,1,0,0,15,31,1,0,30,0,0,0,0,30,5,1,0,0,0,-,0.1,0,4,7,0,5,7,1,4,4,-,2
1449,＜魚類＞　ほっけ　開き干し　焼き,10,25,749,179,64,20,23,9,100,11,-0.2,-0.2,4,0,-,0,-,3,770,410,180,41,360,1,1,0,0,17,34,1,0,39,0,0,0,0,39,4,2,0,0,0,-,0,0,4,8,0,5,11,1,5,2,-,2
1450,＜魚類＞　ぼら　生,10,50,500,119,75,16,19,4,65,5,-0.1,-0.1,5,0,-,0,-,1,87,330,17,24,170,1,1,0,0,-,-,-,-,8,0,0,0,0,8,10,2,0,0,0,0,0,0,5,8,0,5,4,1,-,1,-,0
1451,＜魚類＞　ぼら　からすみ,10,0,1481,353,26,-,40,15,860,29,-0.3,-0.3,14,0,-,0,-,5,1400,170,9,23,530,2,9,0,0,-,-,-,-,350,0,8,2,8,350,33,10,0,0,0,7,0,1,3,9,0,28,62,5,-,10,-,4
1452,＜魚類＞　ほんもろこ　生,10,0,419,100,75,-,18,3,210,4,-0.1,-0.1,1,0,-,0,-,3,86,320,850,39,640,1,3,0,0,-,-,-,-,250,0,0,-,0,250,5,3,0,0,0,0,0,0.2,3,-5.4,0,9,37,1,-,2,-,0
1453,＜魚類＞　（まぐろ類）　きはだ　生,10,0,432,102,74,21,24,1,37,1,(Tr),(Tr),3,0,-,Tr,-,1,43,450,5,37,290,2,1,0,0,14,74,1,0,2,Tr,Tr,-,Tr,2,6,0,0,0,0,0,0,0,18,22,1,6,5,0,1,0,-,0
1454,＜魚類＞　（まぐろ類）　くろまぐろ　天然　赤身　生,10,0,490,115,70,22,26,1,50,1,-0.1,-0.1,5,0,-,0,-,2,49,380,5,45,270,1,0,0,0,14,110,0,0,83,0,0,0,0,83,5,1,0,0,0,Tr,0.1,0,14,19,1,1,8,0,2,2,-,0
1455,＜魚類＞　（まぐろ類）　くろまぐろ　天然　脂身　生,10,0,1281,308,51,17,20,24,55,28,-0.1,-0.1,8,0,-,0,-,1,71,230,7,35,180,2,1,0,Tr,-,-,-,-,270,0,0,0,0,270,18,2,0,0,0,0,0,0,10,14,1,1,8,0,-,4,-,0
1456,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　生,10,0,643,153,69,21,25,7,53,8,-0.3,-0.3,3,0,-,0,-,1,28,430,3,38,270,1,1,0,Tr,31,79,0,0,840,-,-,-,-,840,4,2,-,-,-,-,0,0,15,20,1,3,10,0,1,2,-,0
1457,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　水煮,10,0,727,173,64,23,27,7,59,8,-0.3,-0.2,5,0,-,0,-,1,25,400,3,38,270,1,1,0,Tr,34,88,0,0,900,-,-,-,-,900,4,2,-,-,-,-,0,0,14,20,0.4,3,12,0,1,2,-,0
1458,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　蒸し,10,0,786,187,62,23,28,8,62,10,-0.2,-0.2,6,0,-,0,-,1,26,410,3,39,270,1,1,0,0,38,91,0,0,990,-,-,-,-,990,4,2,-,-,-,-,0,0,15,20,0,3,11,0,1,2,-,0
1459,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　電子レンジ調理,10,0,802,191,60,25,30,7,65,9,-0.3,-0.3,7,0,-,0,-,1,33,490,4,44,310,1,1,0,0,39,94,0,0,970,-,-,-,-,970,4,2,-,-,-,-,0,0,18,24,0,3,9,0,1,2,-,0
1460,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　焼き,10,0,848,202,60,24,29,9,66,11,-0.3,-0.2,6,0,-,0,-,1,33,500,3,42,290,1,1,0,0,42,94,Tr,0,1100,-,-,-,-,1100,5,2,-,-,-,-,0,0,19,24,0,3,11,0,2,2,-,0
1461,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　ソテー,10,0,812,194,62,23,28,9,61,10,-0.3,-0.3,5,0,-,0,-,1,29,470,3,43,300,1,1,0,0,36,90,Tr,0,910,-,-,-,-,910,4,2,-,-,-,-,0,0,17,23,0,3,10,0,1,2,-,0
1462,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　天ぷら,10,0,927,222,58,21,25,12,57,13,-,-,9,0,-,3,-,1,38,440,13,40,280,1,1,0,0,33,88,0,1,820,-,-,-,-,820,4,3,-,-,-,-,0,0,15,20,0,3,6,0.3,2,1,-,0
1463,＜魚類＞　（まぐろ類）　びんなが　生,10,0,469,111,72,22,26,1,49,1,-0.2,-0.2,5,0,-,0,-,1,38,440,9,41,310,1,1,0,0,12,71,1,0,4,0,0,-,0,4,7,1,0,0,0,0,0,0.1,21,26,1,3,4,0,1,1,-,0
1464,＜魚類＞　（まぐろ類）　みなみまぐろ　赤身　生,10,0,375,88,77,17,22,0,52,0,-0.1,-0.1,5,0,-,0,-,1,43,400,5,27,240,2,0,0,0,5,73,0,0,6,0,0,0,0,6,4,1,0,0,0,0,0,0,11,15,1,2,5,0.3,2,Tr,-,0
1465,＜魚類＞　（まぐろ類）　みなみまぐろ　脂身　生,10,0,1337,322,50,17,20,25,59,28,-0.1,-0.1,7,0,-,0,-,1,44,280,9,29,210,1,0,0,0,38,120,1,0,34,0,0,0,0,34,5,2,0,0,0,0,0.1,0,11,15,1,2,4,0,4,5,-,0
1466,＜魚類＞　（まぐろ類）　めじまぐろ　生,10,0,587,139,69,-20.5,25,4,58,5,-0.1,-0.1,6,0,-,0,-,1,42,410,9,40,290,2,1,0,0,-,-,-,-,61,0,0,-,0,61,12,1,0,0,0,0,0,0,19,-24,1,7,6,1,-,1,-,0
1467,＜魚類＞　（まぐろ類） めばち　赤身　生,10,0,485,115,72,22,25,2,41,2,-0.3,-0.3,3,0,-,0,-,1,39,440,3,35,270,1,0,0,Tr,18,75,Tr,0,17,0,0,0,0,17,4,1,0,0,0,Tr,0,0,15,20,1,1,5,0,2,1,-,0
1468,＜魚類＞　（まぐろ類） めばち　脂身　生,10,0,662,158,68,20,24,7,52,8,-0.4,-0.3,4,0,-,0,-,1,100,400,4,31,240,1,0,0,Tr,42,74,Tr,0,37,0,Tr,0,Tr,37,8,2,0,Tr,0,1,0,0,13,18,0.8,1,5,0,2,1,-,0
1469,＜魚類＞　（まぐろ類）　缶詰　水煮　フレーク　ライト,10,0,297,70,82,-13,16,1,35,1,-0.2,-0.2,3,0,-,0,-,1,210,230,5,26,160,1,1,0,0,-,-,-,-,10,0,0,-,0,10,3,0,0,0,0,0,0,0,10,-13,0,1,4,0,-,0,-,1
1470,＜魚類＞　（まぐろ類）　缶詰　水煮　フレーク　ホワイト,10,0,404,96,78,-14.9,18,2,34,3,-0.4,-0.4,4,0,-,0,-,1,260,280,6,34,200,1,1,0,0,-,-,-,-,Tr,-,-,-,0,(Tr),2,0,0,0,0,0,0,0,11,-15,0,1,7,0,-,0,-,1
1471,＜魚類＞　（まぐろ類）　缶詰　味付け　フレーク,10,0,567,134,66,-,19,2,58,2,-,-,10,0,-,10,-,3,760,280,24,31,350,4,1,0,0,-,-,-,-,Tr,-,-,-,0,(Tr),5,1,0,0,0,0,0,0,8,-12,0,4,13,0,-,0,-,2
1472,＜魚類＞　（まぐろ類）　缶詰　油漬　フレーク　ライト,10,0,1098,265,59,-14.4,18,21,32,22,-0.1,-0.1,4,0,-,0,-,1,340,230,4,25,160,1,0,0,0,-,-,-,-,8,0,0,-,0,8,2,3,0,17,6,44,0,0,9,-12,0,1,3,0,-,0,-,1
1473,＜魚類＞　（まぐろ類）　缶詰　油漬　フレーク　ホワイト,10,0,1158,279,56,-15.3,19,22,38,24,-0.1,-0.1,5,0,-,0,-,2,370,190,2,27,270,2,0,0,0,-,-,-,-,Tr,-,-,-,0,(Tr),4,8,0,8,0,-,0,0,12,-16,0,2,2,0,-,0,-,1
1474,＜魚類＞　マジェランあいなめ　生,10,0,1010,243,63,-11,13,20,59,23,-0.1,-0.1,6,0,-,0,-,1,65,300,10,18,210,0,0,0,0,-,-,-,-,1800,0,0,-,0,1800,17,2,0,0,0,0,0,0,1,-3.3,0,1,5,0,-,Tr,-,0
1475,＜魚類＞　まながつお　生,10,40,651,156,71,-,17,10,70,11,(Tr),(Tr),1,0,-,Tr,-,1,160,370,21,25,190,0,1,0,0,-,-,-,-,90,-,-,-,0,90,5,1,0,0,0,0,0,0,4,-6.9,0.3,1,7,1,-,1,-,0
1476,＜魚類＞　みなみくろたち　生,10,0,473,112,74,-17.9,22,3,63,3,-0.1,-0.1,4,0,-,0,-,1,120,460,22,34,240,1,1,0,0,-,-,-,-,55,-,-,-,0,55,2,2,0,0,0,0,0,0.2,8,-11,0.5,7,4,1,-,1,-,0
1477,＜魚類＞　みなみだら　生,10,0,288,68,82,-13.6,16,0,65,0,(Tr),(Tr),3,0,-,Tr,-,1,220,320,23,41,160,0,0,0,0,-,-,-,-,6,-,-,-,0,6,7,1,0,0,0,0,0,0,2,-4.7,0,2,11,0,-,0,-,1
1478,＜魚類＞　むつ　生,10,0,729,175,70,15,17,12,59,13,(Tr),(Tr),3,0,-,Tr,-,1,85,390,25,20,180,1,0,0,0,-,-,-,-,8,-,-,-,0,8,4,1,0,0,0,0,0,0,2,6,0.1,2,6,0,-,Tr,-,0
1479,＜魚類＞　むつ　水煮,10,0,673,161,68,-18.9,22,8,70,8,(Tr),(Tr),4,0,-,Tr,-,1,80,410,49,23,230,1,0,0,0,-,-,-,-,11,-,-,-,0,11,4,1,0,0,0,0,0,0,3,-6.9,0,3,4,0,-,Tr,-,0
1480,＜魚類＞　めじな　生,10,0,476,113,75,-16,19,3,56,5,-0.1,-0.1,5,0,-,0,-,1,91,380,27,30,240,0,1,0,0,-,-,-,-,55,0,0,-,0,55,1,1,0,0,0,0,0,0,3,-6.2,0,2,2,0,-,0,-,0
1481,＜魚類＞　めばる　生,10,55,423,100,77,16,18,3,75,4,(Tr),(Tr),3,0,-,Tr,-,1,75,350,80,27,200,0,0,0,-,-,-,-,-,11,-,-,-,0,11,1,2,0,0,0,0,0,0,2,5,0,2,5,0,-,2,-,0
1482,＜魚類＞　メルルーサ　生,10,5,309,73,81,15,17,1,45,1,(Tr),(Tr),3,0,-,Tr,-,1,140,320,12,38,150,0,0,0,0,-,-,-,-,5,-,-,-,0,5,1,1,0,0,0,0,0,0,1,4,0,1,5,0,-,Tr,-,0
1483,＜魚類＞　やつめうなぎ　生,10,55,1018,245,62,-,16,19,150,22,-0.2,-0.2,3,0,-,0,-,1,49,150,7,15,180,2,2,0,0,-,-,-,-,8200,0,0,0,0,8200,3,4,0,0,0,0,0,1,3,6,0.2,5,19,1,-,2,-,0
1484,＜魚類＞　やつめうなぎ　干しやつめ,10,20,1880,449,14,-,50,24,480,31,-0.5,-0.5,7,0,-,1,-,4,130,650,16,49,240,32,6,1.8,0.1,-,-,-,-,1900,0,0,0,0,1900,12,2,0,0,0,0,0,2,7,15,0,55,100,6,-,0,-,0
1485,＜魚類＞　やまめ　養殖　生,10,45,453,108,76,-,18,4,65,4,-0.3,-0.3,1,0,-,0,-,1,50,420,85,28,280,1,1,0,0,-,-,-,-,15,-,-,-,Tr,15,8,2,0,0,0,0,0,0,4,-6.9,0,7,13,1,-,3,-,0
1486,＜魚類＞　わかさぎ　生,10,0,300,71,82,12,14,1,210,2,-0.1,-0.1,3,0,-,0,-,2,200,120,450,25,350,1,2,0,0,29,22,1,1,99,0,2,-,2,99,2,1,0,Tr,0,Tr,0,0,2,4,0,8,21,1,4,1,-,1
1487,＜魚類＞　わかさぎ　つくだ煮,10,0,1302,308,19,-,29,4,450,6,-,-,40,0,-,38,-,8,1900,480,970,69,780,3,4,0,2,-,-,-,-,460,0,15,34,32,460,8,4,0,0,0,0,0,0,3,-8.3,0,9,59,1,-,Tr,-,5
1488,＜魚類＞　わかさぎ　あめ煮,10,0,1276,301,21,-,26,3,400,5,-,-,43,0,-,40,-,7,1600,410,960,66,740,2,5,0,2,-,-,-,-,420,0,16,75,53,420,9,4,0,0,0,0,0,0,4,-8.1,0,11,52,0,-,0,-,4
1489,＜貝類＞　あかがい　生,10,75,296,70,80,11,14,0,46,0,-3.5,-3.2,7,0,-,4,-,2,300,290,40,55,140,5,2,0,-,-,-,-,-,30,-,-,-,60,35,0,1,0,0,0,1,0.2,0.2,3,5,0.1,59,20,1,-,2,-,1
1490,＜貝類＞　あげまき　生,10,35,189,44,87,-5.9,8,0,38,1,-2,-1.8,5,0,-,2,-,2,600,120,66,49,120,4,2,0.4,0.2,-,-,-,-,20,0,85,-,85,27,1,1,0,0,0,0,0.3,0,1,-2.5,0,59,11,0,-,1,-,2
1491,＜貝類＞　あさり　生,10,60,115,27,90,5,6,0,40,0,-0.4,-0.4,2,0,-,0,-,3,870,140,66,100,85,4,1,0,0.1,55,38,4,9,2,1,21,0,22,4,0,0,0,0,0,Tr,0,0,1,2,0,52,11,0,23,1,-,2
1492,＜貝類＞　あさり　つくだ煮,10,0,927,218,38,-16.1,21,1,61,2,-,-,36,0,-,30,-,9,2900,270,260,79,300,19,3,0,1,-,-,-,-,26,25,190,0,200,43,0,1,0,0,0,4,0,0,1,-4.4,0,15,42,0.4,-,0,-,7
1493,＜貝類＞　あさり　缶詰　水煮,10,0,433,102,73,-15.7,20,1,89,2,-1.9,-1.7,8,0,-,2,-,2,390,9,110,46,260,30,3,0,1,-,-,-,-,3,-,-,-,35,6,0,3,0,0,0,3,Tr,0,1,-4,0,64,10,0,-,0,-,1
1494,＜貝類＞　あさり　缶詰　味付け,10,0,528,124,67,-12.8,17,1,77,2,-,-,16,0,-,12,-,3,640,35,87,44,180,28,3,0,1,-,-,-,-,3,-,-,-,36,6,0,2,0,0,0,4,Tr,0,1,-3.9,0,36,1,0,-,0,-,2
1495,＜貝類＞　あわび　くろあわび　生,10,55,324,76,80,11,14,0,110,1,4,3,7,0,-,4,0,2,430,160,25,69,82,2,-,-,0,200,8,6,15,0,0,17,-,17,1,0,0,0,0,0,-,0,0,1,3,0,0,20,2,1,1,-,1
1496,＜貝類＞　あわび　まだかあわび　生,10,55,316,74,80,-11.5,15,0,100,0,-3.3,-2.9,7,0,-,3,-,2,330,250,21,58,130,2,-,-,0,190,8,5,14,0,0,28,-,28,2,0,1,0,0,0,-,0,0.1,2,-3.4,0,0,22,2,1,2,-,1
1497,＜貝類＞　あわび　めがいあわび　生,10,55,315,74,80,9,12,0,110,0,-6.8,-6.1,9,0,-,7,-,1,320,230,19,50,110,1,-,-,0,190,8,5,14,0,0,9,-,9,1,0,0,0,0,0,-,0,0,1,3,0,0,29,2,1,1,-,1
1498,＜貝類＞　あわび　干し,10,0,1090,257,28,-27,38,1,390,2,-23.8,-21.4,36,0,-,24,-,9,2900,490,39,110,300,2,2,1,0,-,-,-,-,0,0,45,2,47,4,0,1,0,0,0,3,0,0,3,-8.2,0,2,87,1,-,Tr,-,7
1499,＜貝類＞　あわび　塩辛,10,0,393,93,73,-10.5,15,3,190,4,-1.4,-1.3,7,0,-,1,-,7,2600,180,55,88,160,34,2,0,0,-,-,-,-,Tr,-,-,-,700,58,0,3,0,0,0,92,0.2,0.7,2,-3.4,0.1,12,130,1,-,0,-,7
1500,＜貝類＞　あわび　水煮缶詰,10,0,359,85,77,-13.8,19,0,140,0,-1,-0.9,7,0,-,1,-,2,570,130,20,58,230,2,1,0,0,-,-,-,-,Tr,-,-,-,Tr,Tr,0,2,0,0,0,0,0,0,1,-3.5,0,1,3,0,-,0,-,1
1501,＜貝類＞　いがい　生,10,60,269,63,83,8,10,1,47,2,3,3,7,0,-,3,Tr,2,540,230,43,73,160,4,1,0,1,65,37,5,9,34,-,-,-,Tr,34,0,1,0,0,0,Tr,0,0,1,4,0,10,42,1,6,5,-,1
1502,＜貝類＞　いたやがい　養殖　生,10,65,231,55,85,-7.8,11,0,33,1,-1.5,-1.4,5,0,-,2,-,2,450,260,48,74,170,2,6,0.1,4.9,-,-,-,-,5,0,9,-,9,6,0,0,0,0,0,0,0,0.2,1,-2.9,0,13,14,0,-,Tr,-,1
1503,＜貝類＞　エスカルゴ　水煮缶詰,10,0,318,75,80,-11.9,17,0,240,1,-0.8,-0.7,6,0,-,1,-,2,260,5,400,37,130,4,2,3,0,-,-,-,-,0,-,-,-,-,0,0,1,0,0,0,5,0,0,0,-2.3,0,1,1,0,-,0,-,1
1504,＜貝類＞　かき　養殖　生,10,75,245,58,85,5,7,1,38,2,3,2,7,0,-,5,0,2,460,190,84,65,100,2,14,1,0,67,46,3,4,24,1,6,0,6,24,0,1,0,Tr,0,0,0,0,2,3,0,23,39,1,5,3,-,1
1505,＜貝類＞　かき　養殖　水煮,10,0,378,90,79,7,10,2,60,4,7,7,10,0,-,7,0,2,350,180,59,42,140,3,18,1,0,71,62,4,5,42,1,10,0,11,43,0,3,0,Tr,0,Tr,0,0,2,3,0,24,31,0,7,3,-,1
1506,＜貝類＞　かき　養殖　フライ,10,0,1076,256,47,6,8,10,36,11,16,14,36,-,-,33,0,2,380,180,67,53,110,2,12,1,0,50,44,3,6,18,1,11,0,12,19,0,3,0,4,0,21,0,0,1,3,0,30,33,0,4,2,-,1
1507,＜貝類＞　かき　くん製油漬缶詰,10,0,1196,288,51,-,13,22,110,23,-11.2,-10.1,12,0,-,11,-,3,300,140,35,42,260,5,25,3,1,-,-,-,-,Tr,-,-,-,18,2,0,10,0,7,1,0,0,0,2,-3.5,0,32,25,1,-,0,-,1
1508,＜貝類＞　さざえ　生,10,85,353,83,78,14,19,0,140,0,-0.8,-0.7,6,0,-,1,-,1,240,250,22,54,140,1,2,0,0,97,19,6,5,Tr,44,340,11,360,31,0,2,0,0,0,3,0,0,2,4,0,1,16,0,2,1,-,1
1509,＜貝類＞　さざえ　焼き,10,85,387,91,76,-15.2,21,0,170,0,-0.9,-0.8,7,0,-,1,-,2,280,220,29,67,120,1,3,1,0,-,-,-,-,Tr,64,490,16,530,44,0,3,0,0,0,2,0,0.1,2,-4.1,0,1,22,0.3,-,1,-,1
1510,＜貝類＞　さるぼう　味付け缶詰,10,0,526,124,66,-,16,1,110,2,-12.9,-11.6,14,0,-,13,-,3,870,55,60,41,140,11,4,0,1,-,-,-,-,Tr,-,-,-,90,8,0,3,0,0,0,0,0,0,2,-4.1,0,25,11,0,-,0,-,2
1511,＜貝類＞　しじみ　生,10,75,230,54,86,6,8,1,62,1,-4.5,-4.1,6,0,-,5,-,1,180,83,240,10,120,8,2,0,3,-,-,-,-,25,13,97,1,100,33,0,2,0,0,0,2,0,0,2,3,0.1,68,26,1,-,2,-,0
1512,＜貝類＞　しじみ　水煮,10,80,403,95,76,12,15,1,130,3,-5.5,-5,9,0,-,6,-,2,100,66,250,11,200,15,4,1,7.3,-,-,-,-,57,29,220,1,230,76,1,4,0,0,0,5,0,1,2,5,0,82,37,0,-,1,-,0
1513,＜貝類＞　たいらがい　貝柱　生,10,0,401,94,75,-15.8,22,0,23,0,-1.5,-1.4,8,0,-,2,-,1,260,260,16,36,150,1,4,0,0,-,-,-,-,Tr,-,-,-,Tr,Tr,0,1,0,0,0,0,0,0,2,-4.6,0,-,25,1,-,2,-,1
1514,＜貝類＞　たにし　生,10,30,308,73,79,-9.4,13,0,72,1,-3.6,-3.2,8,0,-,4,-,4,23,70,1300,77,140,19,6,1.9,2.1,-,-,-,-,15,-,-,-,960,95,0,1,0,0,0,1,0,0,2,-3.8,0,18,28,1,-,Tr,-,0
1515,＜貝類＞　つぶ　生,10,0,347,82,78,14,18,0,110,0,-2.3,-2.1,7,0,-,2,-,2,380,160,60,92,120,1,1,0,0,-,-,-,-,0,-,-,-,19,2,0,2,0,0,0,0,Tr,0,1,3,0,7,15,1,-,Tr,-,1
1516,＜貝類＞　とこぶし　生,10,60,332,78,79,-11.6,16,0,150,0,-3,-2.7,8,0,-,3,-,2,260,250,24,55,160,2,1,0.3,0,-,-,-,-,0,7,54,0,58,5,0,1,0,0,0,0,0,0,2,-4,0,3,24,2,-,1,-,1
1517,＜貝類＞　とりがい　斧足　生,10,0,343,81,79,10,13,0,22,0,-6.9,-6.2,10,0,-,7,-,1,100,150,19,43,120,3,2,0,0,-,-,-,-,Tr,-,-,-,Tr,Tr,0,1,0,0,0,0,0,0,2,4,0,10,18,1.1,-,1,-,0
1518,＜貝類＞　ばい　生,10,55,345,81,79,-11.8,16,0,110,1,-3.1,-2.8,8,0,-,3,-,2,220,320,44,84,160,1,1,0,0,-,-,-,-,0,-,-,-,10,1,0,2,0,0,0,0,0,0,1,-3.6,0,4,14,1,-,2,-,1
1519,＜貝類＞　ばかがい　生,10,65,238,56,85,9,11,0,120,1,-2.4,-2.2,5,0,-,2,-,2,300,220,42,51,150,1,2,0,0,-,-,-,-,4,0,5,0,5,5,0,1,0,0,0,0,0,0,2,4,0,8,18,1,-,1,-,1
1520,＜貝類＞　（はまぐり類）　はまぐり　生,10,60,149,35,89,5,6,0,25,1,-1.8,-1.6,4,0,-,2,-,3,780,160,130,81,96,2,2,0.1,0,-,-,-,-,7,0,25,-,25,9,0,1,0,0,0,Tr,0,0,1,2,0,28,20,0,-,1,-,2
